,Genes,LogChange,LogChange_Thresh
22774,RPL13AP7,0.6843986607672223,0.6843986607672223
22775,UBD,-21.153572874002943,-2.0
22776,LINC01521,-6.785908090627544,-2.0
22777,PPM1N,-18.280520621279027,-2.0
22778,RPL3P6,-1.0472324980855887,-1.0472324980855887
22779,CEACAM16,0.0,0.0
22780,RP11-546M4.1,-16.985331975280985,-2.0
22781,RPS17P1,0.0,0.0
22782,SLC23A3,-19.14375857585481,-2.0
22783,LTB4R,-0.6360979237314197,-0.6360979237314197
22784,LIPE-AS1,-1.1145032348241628,-1.1145032348241628
22785,LTB4R2,-19.920750359963964,-2.0
22786,CYP2A7P1,0.0,0.0
22787,OR2G1P,0.0,0.0
22788,RPL13P,16.29774391147132,2.0
22789,RPL5P8,-1.1014762385152501,-1.1014762385152501
22790,DNASE1,1.387865212797533,1.387865212797533
22791,MDP1,-0.07065939137017424,-0.07065939137017424
22792,LEUTX,0.0,0.0
22793,CSNK1E,-1.510361528096789,-1.510361528096789
22794,HNRNPH1P2,0.0,0.0
22795,NPM1P33,0.0,0.0
22796,MSRB1P1,0.0,0.0
22797,CCL27,0.0,0.0
22798,IRF9,1.19596512583593,1.19596512583593
